2015-06-25 13:50:08,963 INFO  (main) [org.databene.CONFIG] Running file benerator-poc.xml
2015-06-25 13:50:08,967 INFO  (main) [org.databene.CONFIG] Benerator 0.9.1 build 2476
2015-06-25 13:50:08,968 INFO  (main) [org.databene.CONFIG] Java version 1.8.0_20
2015-06-25 13:50:08,968 INFO  (main) [org.databene.CONFIG] JVM Java HotSpot(TM) 64-Bit Server VM 25.20-b23 (Oracle Corporation)
2015-06-25 13:50:08,968 INFO  (main) [org.databene.CONFIG] OS Windows 7 6.1 (amd64)
2015-06-25 13:50:08,968 INFO  (main) [org.databene.CONFIG] Installed JSR 223 Script Engines:
2015-06-25 13:50:08,974 INFO  (main) [org.databene.CONFIG] - Oracle Nashorn[nashorn, Nashorn, js, JS, JavaScript, javascript, ECMAScript, ecmascript]
2015-06-25 13:50:08,974 INFO  (main) [org.databene.CONFIG] Configured heap size limit: 1801 MB
2015-06-25 13:50:10,418 INFO  (main) [org.databene.benerator.engine.statement.EvaluateStatement] Executing inline script
2015-06-25 13:50:11,486 INFO  (main) [org.databene.JDBC] Connected to Oracle Oracle Database 11g Express Edition Release 11.2.0.2.0 - 64bit Production
2015-06-25 13:50:11,487 INFO  (main) [org.databene.JDBC] Using driver Oracle JDBC driver 11.2.0.3.0
2015-06-25 13:50:11,487 INFO  (main) [org.databene.JDBC] JDBC version 11.2
2015-06-25 13:50:12,014 INFO  (main) [org.databene.benerator.engine.statement.EvaluateStatement] Executing inline script
2015-06-25 13:50:12,270 INFO  (main) [org.databene.jdbacl.model.jdbc.JDBCDBImporter] Importing tables from environment '___temp'
2015-06-25 13:50:12,360 INFO  (main) [org.databene.platform.db.DefaultDBSystem] Fetching table details and ordering tables by dependency
2015-06-25 13:50:12,707 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(AGENTS)] 15000 times with page size 1000 in a single thread
2015-06-25 13:50:13,511 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 15000 data sets from 'AGENTS' setup in 1.4 s (10729/s)
2015-06-25 13:50:13,523 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_1)] 999 times with page size 1000 in a single thread
2015-06-25 13:50:13,580 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 999 data sets from 'INPUT_TABLE_1' setup in 68 ms (14691/s)
2015-06-25 13:50:13,586 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_2)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,616 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_2' setup in 35 ms (28571/s)
2015-06-25 13:50:13,628 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_3)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,657 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_3' setup in 41 ms (24390/s)
2015-06-25 13:50:13,661 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_4)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,688 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_4' setup in 31 ms (32258/s)
2015-06-25 13:50:13,692 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_5)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,721 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_5' setup in 33 ms (30303/s)
2015-06-25 13:50:13,726 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_6)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,748 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_6' setup in 27 ms (37037/s)
2015-06-25 13:50:13,754 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_7)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,774 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_7' setup in 26 ms (38461/s)
2015-06-25 13:50:13,780 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_8)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,801 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_8' setup in 26 ms (38461/s)
2015-06-25 13:50:13,805 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_9)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,825 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_9' setup in 24 ms (41666/s)
2015-06-25 13:50:13,830 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_10)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,851 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_10' setup in 26 ms (38461/s)
2015-06-25 13:50:13,855 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_11)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,873 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_11' setup in 22 ms (45454/s)
2015-06-25 13:50:13,878 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_12)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,896 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_12' setup in 23 ms (43478/s)
2015-06-25 13:50:13,900 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_13)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,917 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_13' setup in 21 ms (47619/s)
2015-06-25 13:50:13,921 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_14)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,938 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_14' setup in 21 ms (47619/s)
2015-06-25 13:50:13,942 INFO  (main) [org.databene.task.TaskExecutor] Running task StateTrackingTaskProxy[GenerateAndConsumeTask(INPUT_TABLE_15)] 1000 times with page size 1000 in a single thread
2015-06-25 13:50:13,964 INFO  (main) [org.databene.benerator.engine.statement.TimedGeneratorStatement] Created 1000 data sets from 'INPUT_TABLE_15' setup in 25 ms (40000/s)
2015-06-25 13:50:13,967 INFO  (main) [org.databene.benerator.engine.DescriptorRunner] Created a total of 29999 entities in 3,6 s (~30,000,000 p.h.)
2015-06-25 13:50:13,972 INFO  (main) [org.databene.jdbacl.model.cache.CachingDBImporter] Exporting Database meta data of ___temp to cache file
2015-06-25 13:50:14,031 INFO  (main) [org.databene.CONFIG] Max. committed heap size: 123 MB
